timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
11594276,-6.89608e-07,2.18289e-05,-4.39178e-09,0.70711,3.33396e-06,-3.43173e-06,0.70711,0.0,0.0,0.0,0.0,0
11769153,-6.89608e-07,2.18289e-05,-4.39178e-09,0.70711,3.33396e-06,-3.43173e-06,0.70711,0.0,0.0,0.0,0.0,0
11821540,-7.01617e-07,2.1827e-05,-4.39953e-09,0.70711,3.33521e-06,-3.43053e-06,0.70711,0.0,0.0,0.0,0.0,0
11871680,-7.09827e-07,2.18194e-05,-4.40505e-09,0.70711,3.33617e-06,-3.42975e-06,0.70711,0.0,0.0,0.0,0.0,0
11928936,-2.35449e-07,2.17824e-05,-4.41958e-09,0.70711,3.33759e-06,-3.42912e-06,0.70711,0.0,0.0,0.0,0.0,0
11979077,-7.22929e-07,2.17691e-05,-4.41547e-09,0.70711,3.33917e-06,-3.42941e-06,0.70711,0.0,0.0,0.0,0.0,0
12030998,-4.10509e-07,2.17103e-05,-4.42524e-09,0.70711,3.34174e-06,-3.43047e-06,0.70711,0.0,0.0,0.0,0.0,0
12083771,-7.27969e-07,2.16909e-05,-4.4225e-09,0.70711,3.34486e-06,-3.43265e-06,0.70711,0.0,0.0,0.0,0.0,0
12138511,-7.2752e-07,2.16515e-05,-4.42506e-09,0.70711,3.34927e-06,-3.43605e-06,0.70711,0.0,0.0,0.0,0.0,0
12188014,-7.23972e-07,2.16391e-05,-4.42512e-09,0.70711,3.35389e-06,-3.44047e-06,0.70711,0.0,0.0,0.0,0.0,0
12241579,-7.20395e-07,2.1635e-05,-4.42724e-09,0.70711,3.35977e-06,-3.44602e-06,0.70711,0.0,0.0,0.0,0.0,0
12293591,-7.1728e-07,2.16394e-05,-4.43039e-09,0.70711,3.36593e-06,-3.45181e-06,0.70711,0.0,0.0,0.0,0.0,0
12346810,-7.14063e-07,2.16509e-05,-4.43476e-09,0.70711,3.37273e-06,-3.45818e-06,0.70711,0.0,0.0,0.0,0.0,0
12400776,-2.68845e-07,1.66557e-05,4.16644e-09,0.70711,3.53391e-06,-3.36223e-06,0.70711,0.0,0.0,0.0,0.0,0
12450484,-6.40557e-08,1.56593e-05,-1.22106e-07,0.70711,3.55151e-06,-3.35903e-06,0.70711,0.0,0.0,0.0,0.0,0
12506491,1.13645e-07,2.13909e-05,6.47019e-09,0.70711,3.63049e-06,-3.49479e-06,0.70711,0.0,0.0,0.0,0.0,0
12555460,-7.44729e-08,2.20314e-05,5.59067e-09,0.70711,3.76454e-06,-3.63462e-06,0.70711,0.0,0.0,0.0,0.0,0
12610490,1.31895e-07,2.25097e-05,5.38296e-09,0.70711,3.80107e-06,-3.68312e-06,0.70711,0.0,0.0,0.0,0.0,0
